Unnamed: 0,text,timestamp,source,symbols,company_names,Sentiment
380,"['RT', 'TamaleNacho', 'GNCA', 'Methods', 'improving', 'immunogenicity', 'efficacy', 'cancer', 'vaccine', 'Genocea', 'ATLAS']",Mon Jul 09 15:15:37 +0000 2018,130nobeta,GNCA,Genocea Biosciences,-1
400,"['FRT', 'Max', 'Pain', 'maturity', 'maxpain', 'option']",Mon Jul 09 15:32:45 +0000 2018,optioncharts,FRT,Federal Realty Investment Trust,-1
404,"['Everest', 'Re', 'Group', 'RE', 'Stock', 'Rating', 'Lowered', 'Zacks', 'Investment', 'Research']",Mon Jul 09 15:39:33 +0000 2018,TheMarketsDaily,RE,Everest Re Group,-1
415,"['Andra', 'Ap', 'Fonden', 'Holding', 'Harris', 'Corp', 'Del', 'HRS', 'Has', 'Cut', 'Million']",Mon Jul 09 16:00:22 +0000 2018,whatsonthorold2,HRS,Harris Corporation,-1
417,"['Harris', 'Corp', 'Del', 'HRS', 'Shareholder', 'Andra', 'Ap', 'Fonden', 'Has', 'Cut', 'Position', 'Million', 'Market', 'Valuation', 'Declined']",Mon Jul 09 16:01:27 +0000 2018,reurope_stock,HRS,Harris Corporation,-1
457,"['EMN', 'Max', 'Pain', 'Maturity', 'maxpain', 'option']",Mon Jul 09 16:46:07 +0000 2018,optioncharts,EMN,Eastman Chemical Company,-1
471,"['As', 'Western', 'Union', 'Co', 'WU', 'Market', 'Valuation', 'Declined', 'Holder', 'Livforsakringsbolaget', 'Skandia', 'Omsesidigt', 'Has', 'Lowered', 'Its']",Mon Jul 09 17:17:22 +0000 2018,bibeypost_stock,WU,The Western Union Company,-1
472,"['FLR', 'Max', 'Pain', 'Maturity', 'maxpain', 'option']",Mon Jul 09 17:17:28 +0000 2018,optioncharts,FLR,Fluor Corporation,-1
496,"['AIV', 'Max', 'Pain', 'maturity', 'maxpain', 'option']",Mon Jul 09 17:58:20 +0000 2018,optioncharts,AIV,Apartment Investment and Management Company,-1
509,"['Neville', 'Rodie', 'amp', 'Shaw', 'INC', 'Has', 'Cut', 'Schein', 'Henry', 'INC', 'HSIC', 'Position', 'Market', 'Valuation', 'Rose']",Mon Jul 09 18:28:50 +0000 2018,whatsonthorold2,HSIC,Henry Schein,-1
510,"['Roper', 'Technologies', 'Inc', 'ROP', 'Stock', 'Faces', 'Higher', 'Risks', 'Forward', 'After', 'Forming', 'Ascending', 'Triangle']",Mon Jul 09 18:28:54 +0000 2018,whatsonthorold2,ROP,Roper Technologies,-1
511,"['As', 'Schein', 'Henry', 'INC', 'HSIC', 'Stock', 'Value', 'Rose', 'Shareholder', 'Neville', 'Rodie', 'amp', 'Shaw', 'INC', 'Cut', 'Position']",Mon Jul 09 18:29:46 +0000 2018,reurope_stock,HSIC,Henry Schein,-1
549,"['I', 'throw', 'dart', 'board', 'I', 'bet', 'sure', 'thing', 'Read', 'Sun', 'tzu', 'The', 'Art', 'War', 'Every', 'battle']",Mon Jul 09 19:41:37 +0000 2018,stickycactusink,AES,The AES Corporation,-1
553,"['RT', 'TamaleNacho', 'GNCA', 'Methods', 'improving', 'immunogenicity', 'efficacy', 'cancer', 'vaccine', 'Genocea', 'ATLAS']",Mon Jul 09 19:51:22 +0000 2018,TamaleNacho,GNCA,Genocea Biosciences,-1
554,"['RT', 'TamaleNacho', 'Therapeutic', 'Cancer', 'Vaccine', 'building', 'future', 'lesson', 'past', 'ID', 'stimulatory', 'neoan']",Mon Jul 09 19:51:32 +0000 2018,TamaleNacho,GNCA,Genocea Biosciences,-1
563,"['RECAP', 'Unusual', 'Calls', 'PAH', 'SMH', 'SGMS', 'RF', 'MET', 'GM', 'ZNGA', 'HAL', 'AMGN', 'IBM', 'CZR', 'MS', 'JWN', 'TWTR', 'OXY']",Mon Jul 09 20:01:29 +0000 2018,OpenOutcrier,PAH,Platform Specialty Products Corporation,-1
564,"['RT', 'OpenOutcrier', 'RECAP', 'Unusual', 'Calls', 'PAH', 'SMH', 'SGMS', 'RF', 'MET', 'GM', 'ZNGA', 'HAL', 'AMGN', 'IBM', 'CZR', 'MS', 'JWN', 'TWTR', 'OXY']",Mon Jul 09 20:01:30 +0000 2018,tradnews_,PAH,Platform Specialty Products Corporation,-1
566,"['RT', 'OpenOutcrier', 'RECAP', 'Unusual', 'Calls', 'PAH', 'SMH', 'SGMS', 'RF', 'MET', 'GM', 'ZNGA', 'HAL', 'AMGN', 'IBM', 'CZR', 'MS', 'JWN', 'TWTR', 'OXY']",Mon Jul 09 20:03:05 +0000 2018,AlertTrade,PAH,Platform Specialty Products Corporation,-1
572,"['KymLang', 'EL', 'lagging', 'turn']",Mon Jul 09 20:07:49 +0000 2018,awesom_o,EL,The EstíëŒ©e Lauder Companies Inc.,-1
575,"['AKAM', 'Max', 'Pain', 'maturity', 'maxpain', 'option']",Mon Jul 09 20:14:46 +0000 2018,optioncharts,AKAM,Akamai Technologies,-1
616,"['TMO', 'Max', 'Pain', 'Maturity', 'maxpain', 'option']",Mon Jul 09 21:27:34 +0000 2018,optioncharts,TMO,Thermo Fisher Scientific Inc.,-1
626,"['isr', 'offering', 'canceled', 'Rumors', 'buyout', 'partnership', 'swirling', 'fda', 'approval', 'today', 'FCRE', 'GNPX', 'CYAD', 'KN']",Mon Jul 09 21:38:47 +0000 2018,professorzinnel,FLEX,Flex Ltd.,-1
627,"['isr', 'offering', 'canceled', 'Rumors', 'buyout', 'partnership', 'swirling', 'fda', 'approval', 'today', 'FCRE', 'GNPX', 'CYAD', 'KN']",Mon Jul 09 21:40:25 +0000 2018,professorzinnel,FLEX,Flex Ltd.,-1
628,"['Scan', 'result', 'Shooting', 'Star', 'Candlestick', 'today', 'WHD', 'KURA', 'KKR', 'HSIC', 'WYNN', 'BMO', 'PRAA', 'NTRA', 'PLAY', 'FOE']",Mon Jul 09 21:40:46 +0000 2018,SwingTradeBot,HSIC,Henry Schein,-1
630,"['br4nd1e', 'isr', 'offering', 'canceled', 'Rumors', 'buyout', 'partnership', 'swirling', 'fda', 'approval', 'today', 'FCRE', 'GNPX']",Mon Jul 09 21:41:30 +0000 2018,professorzinnel,FLEX,Flex Ltd.,-1
634,"['JamesHoward18', 'isr', 'offering', 'atm', 'canceled', 'Rumors', 'buyout', 'partnership', 'swirling', 'fda', 'approval', 'today']",Mon Jul 09 21:46:27 +0000 2018,professorzinnel,FLEX,Flex Ltd.,-1
652,"['Is', 'supply', 'chain', 'Costco', 'Office', 'Depot', 'Walmart', 'bad', 'really', 'back', 'school', 'item', 'sal']",Mon Jul 09 22:14:26 +0000 2018,bryanvezina,ODP,Office Depot,-1
662,"['seanandlizs', 'isr', 'cancel', 'shelf', 'offering', 'buyout', 'rumor', 'swirling', 'FCRE', 'GNPX', 'CYAD', 'gsk', 'mrk', 'pfe', 'teva', 'jnj']",Mon Jul 09 22:24:11 +0000 2018,professorzinnel,NVAX,Novavax,-1
663,"['MarketCurrents', 'isr', 'cancel', 'shelf', 'offering', 'buyout', 'rumor', 'swirling', 'FCRE', 'GNPX', 'CYAD', 'gsk', 'mrk', 'pfe', 'teva', 'jnj']",Mon Jul 09 22:24:23 +0000 2018,professorzinnel,NVAX,Novavax,-1
664,"['Jacobs', 'Engineering', 'Group', 'JEC', 'Orion', 'Group', 'ORN', 'Critical', 'Survey']",Mon Jul 09 22:25:11 +0000 2018,dailypoliticaln,JEC,Jacobs Engineering Group Inc.,-1
667,"['Orion', 'Group', 'ORN', 'amp', 'Jacobs', 'Engineering', 'Group', 'JEC', 'Critical', 'Analysis']",Mon Jul 09 22:27:14 +0000 2018,TickerReport,JEC,Jacobs Engineering Group Inc.,-1
668,"['isr', 'cancel', 'shelf', 'offering', 'buyout', 'rumor', 'swirling', 'surging', 'hour', 'FCRE', 'GNPX', 'CYAD', 'gsk', 'mrk', 'pfe']",Mon Jul 09 22:32:17 +0000 2018,professorzinnel,NVAX,Novavax,-1
669,"['isr', 'cancel', 'shelf', 'offering', 'buyout', 'rumor', 'swirling', 'FCRE', 'GNPX', 'CYAD', 'gsk', 'mrk', 'pfe', 'teva', 'jnj', 'EXAS', 'EHTH', 'CHKE']",Mon Jul 09 22:33:41 +0000 2018,professorzinnel,NVAX,Novavax,-1
670,"['Investors', 'Buy', 'Ross', 'Stores', 'ROST', 'Weakness']",Mon Jul 09 22:34:18 +0000 2018,ConsumerFeed,ROST,Ross Stores,-1
673,"['RT', 'teresaarthur66', 'JNJ', 'WMT', 'LOW', 'T', 'ANDV', 'DPS', 'BDX', 'SO', 'PG', 'CTLT', 'BR', 'SRE', 'BHGE', 'GS', 'IT', 'FII', 'EIX', 'NEE', 'IP', 'MMM', 'URI', 'EHC', 'Largest', 'MOC', 'SE']",Mon Jul 09 22:37:06 +0000 2018,freelancer1a2b,IP,International Paper Company,-1
686,"['First', 'trial', 'Roundup', 'weed', 'killer', 'cancer', 'claim', 'underway', 'MON', 'MON', 'Trials', 'Legalproceedings', 'Lawandorder']",Mon Jul 09 23:07:56 +0000 2018,RatingsNetwork,MON,Monsanto Company,-1
687,"['First', 'trial', 'Roundup', 'weed', 'killer', 'cancer', 'claim', 'underway', 'MON', 'MON', 'Trials', 'Legalproceedings', 'Lawandorder']",Mon Jul 09 23:08:01 +0000 2018,MarketBeatNews,MON,Monsanto Company,-1
698,"['MR', 'FOE', 'IT', 'ATE', 'AT', 'SEAS', 'I', 'BIT', 'KIM']",Mon Jul 09 23:44:30 +0000 2018,stockbard,KIM,Kimco Realty Corporation,-1
735,"['Nickel', 'PIO', 'CAV', 'TLM', 'PAN', 'IGO', 'AVQ', 'ORN', 'SBR', 'ARL', 'CMY', 'HGM', 'LCY', 'MTH', 'SGQ', 'HNR', 'WCN', 'CZI', 'POS', 'GAL', 'G88', 'VMS']",Tue Jul 10 01:41:46 +0000 2018,MeepMeep_Trader,HIG,The Hartford Financial Services Group,-1
736,"['RT', 'MeepMeep_Trader', 'Nickel', 'PIO', 'CAV', 'TLM', 'PAN', 'IGO', 'AVQ', 'ORN', 'SBR', 'ARL', 'CMY', 'HGM', 'LCY', 'MTH', 'SGQ', 'HNR', 'WCN', 'CZI', 'POS', 'GAL', 'G88', 'VMS', 'GM']",Tue Jul 10 01:44:20 +0000 2018,cheap5suit,HIG,The Hartford Financial Services Group,-1
737,"['UDR', 'Max', 'Pain', 'Maturity', 'maxpain', 'option']",Tue Jul 10 01:47:03 +0000 2018,optioncharts,UDR,UDR,-1
738,"['RT', 'MeepMeep_Trader', 'Nickel', 'PIO', 'CAV', 'TLM', 'PAN', 'IGO', 'AVQ', 'ORN', 'SBR', 'ARL', 'CMY', 'HGM', 'LCY', 'MTH', 'SGQ', 'HNR', 'WCN', 'CZI', 'POS', 'GAL', 'G88', 'VMS', 'GM']",Tue Jul 10 01:48:01 +0000 2018,gassin123Charts,HIG,The Hartford Financial Services Group,-1
830,"['Critical', 'Contrast', 'SuperCom', 'SPCB', 'v', 'Finisar', 'FNSR']",Tue Jul 10 05:41:18 +0000 2018,dakotafinancial,FNSR,Finisar Corporation,-1
839,"['Buy', 'Sell', 'No', 'buy', 'On', 'second', 'thought', 'sell', 'Actually', 'dump', 'CenterPoint', 'Energy', 'CNP', 'JustSaying']",Tue Jul 10 06:13:25 +0000 2018,StockTipRobot,CNP,CenterPoint Energy,-1
850,"['CenterPoint', 'Energy', 'CNP', 'Cut', 'Sell', 'ValuEngine']",Tue Jul 10 06:35:12 +0000 2018,WatchlistN,CNP,CenterPoint Energy,-1
886,"['Barclays', 'Cuts', 'Unum', 'Group', 'UNM', 'Price', 'Target']",Tue Jul 10 09:04:41 +0000 2018,dispatchtribune,UNM,Unum Group,-1
897,"['Delphi', 'Technologies', 'DLPH', 'Upgraded', 'Overweight', 'Morgan', 'Stanley']",Tue Jul 10 09:33:13 +0000 2018,OlympiaReport,DLPH,Delphi Technologies PLC,-1
898,"['Delphi', 'Technologies', 'DLPH', 'Upgraded', 'Overweight', 'Morgan', 'Stanley']",Tue Jul 10 09:35:01 +0000 2018,WeekHerald,DLPH,Delphi Technologies PLC,-1
909,"['JEC', 'Jura', 'Energy', 'Corp', 'net', 'debt', 'operating', 'ratio', 'ha', 'risen', '2x']",Tue Jul 10 09:58:37 +0000 2018,StockflareCA,JEC,Jacobs Engineering Group Inc.,-1
911,"['CenterPoint', 'Energy', 'CNP', 'Cut', 'Sell', 'ValuEngine']",Tue Jul 10 10:06:29 +0000 2018,MareaInformativ,CNP,CenterPoint Energy,-1
915,"['ROP', 'Max', 'Pain', 'maturity', 'maxpain', 'option']",Tue Jul 10 10:11:44 +0000 2018,optioncharts,ROP,Roper Technologies,-1
934,"['Unum', 'Group', 'UNM', 'Price', 'Target', 'Lowered', 'Barclays']",Tue Jul 10 10:35:45 +0000 2018,MareaInformativ,UNM,Unum Group,-1
936,"['Unum', 'Group', 'UNM', 'Price', 'Target', 'Lowered', 'Barclays']",Tue Jul 10 10:39:50 +0000 2018,EnterpriseLeade,UNM,Unum Group,-1
986,"['Critical', 'Analysis', 'Teijin', 'Adr', 'Rep', 'TINLY', 'Leucadia', 'National', 'LUK']",Tue Jul 10 11:57:57 +0000 2018,dailypoliticaln,LUK,Leucadia National Corporation,-1
1045,"['FBR', 'saying', 'buy', 'weakness', 'LITE', 'stating', 'competitor', 'report', 'wa', 'estimate', 'logical', 'source', 'wa']",Tue Jul 10 12:48:29 +0000 2018,SmithngTrades,LITE,Lumentum Holdings Inc.,-1
1058,"['50D', 'MA', 'Watch', 'List', 'DBX', 'AKS', 'CVX', 'SMH', 'HON', 'DKS', 'JCI', 'CME', 'GM', 'ANF', 'LBTYA', 'NUE', 'NVDA', 'GE', 'X', 'EPD', 'WBA', 'SGMO']",Tue Jul 10 13:01:26 +0000 2018,TradeAcademyCo,JCI,Johnson Controls International plc,-1
1085,"['Diana', 'Containerships', 'Reports', 'Direct', 'Continuation', 'Of', 'Time', 'Charter', 'Contract', 'For', 'v', 'Domingo', 'Gross', 'Charter', 'Rate', 'Day', 'DCIX']",Tue Jul 10 13:21:31 +0000 2018,SwingingForward,DCIX,Diana Containerships Inc.,-1
1091,"['ECL', 'Max', 'Pain', 'maturity', 'maxpain', 'option']",Tue Jul 10 13:25:03 +0000 2018,optioncharts,ECL,Ecolab Inc.,-1
1116,"['Fluor', 'Co', 'NEW', 'FLR', 'Rating', 'Lowered', 'Hold', 'Zacks', 'Investment', 'Research']",Tue Jul 10 13:53:58 +0000 2018,TheMarketsDaily,FLR,Fluor Corporation,-1
1121,"['Qorvo', 'plan', '300M', 'debt', 'offering', 'QRVO']",Tue Jul 10 14:01:07 +0000 2018,MarketCurrents,QRVO,Qorvo,-1
1122,"['Qorvo', 'plan', '300M', 'debt', 'offering', 'QRVO']",Tue Jul 10 14:01:07 +0000 2018,SAlphaTech,QRVO,Qorvo,-1
1124,"['RT', 'MarketCurrents', 'Qorvo', 'plan', '300M', 'debt', 'offering', 'QRVO']",Tue Jul 10 14:02:42 +0000 2018,BretRosenthal,QRVO,Qorvo,-1
1125,"['DISCK', 'Max', 'Pain', 'maturity', 'maxpain', 'option']",Tue Jul 10 14:06:28 +0000 2018,optioncharts,DISCK,Discovery,-1
1144,"['Mohawk', 'Industries', 'lower', 'report', 'potential', 'downgrade', 'MHK']",Tue Jul 10 14:30:25 +0000 2018,MarketCurrents,MHK,Mohawk Industries,-1
1168,"['AEP', 'Max', 'Pain', 'Maturity', 'maxpain', 'option']",Tue Jul 10 14:57:35 +0000 2018,optioncharts,AEP,American Electric Power Company,-1
1174,"['Scor', 'SCRYY', 'Torchmark', 'TMK', 'Critical', 'Contrast']",Tue Jul 10 15:05:36 +0000 2018,ledgerzette,TMK,Torchmark Corporation,-1
1233,"['ChessTrades', 'LOW', 'MOS', 'tempting', 'longs']",Tue Jul 10 16:03:38 +0000 2018,harshblue,MOS,The Mosaic Company,-1
1237,"['SNPS', 'Max', 'Pain', 'maturity', 'maxpain', 'option']",Tue Jul 10 16:11:17 +0000 2018,optioncharts,SNPS,Synopsys,-1
1245,"['Is', 'ONEOK', 'Inc', 'OKE', 'Fuel', 'Running', 'Low', 'The', 'Stock', 'Reaches', 'Week', 'High', 'Today']",Tue Jul 10 16:21:36 +0000 2018,bibeypost_stock,OKE,ONEOK,-1
1263,"['Envision', 'Healthcare', 'EVHC', 'Stock', 'Rating', 'Lowered', 'Zacks', 'Investment', 'Research']",Tue Jul 10 16:41:08 +0000 2018,TranscriptDaily,EVHC,Envision Healthcare Corporation,-1
1264,"['International', 'Paper', 'IP', 'Rating', 'Lowered', 'Hold', 'Zacks', 'Investment', 'Research']",Tue Jul 10 16:41:15 +0000 2018,ConsumerFeed,IP,International Paper Company,-1
1273,"['TROW', 'Max', 'Pain', 'maturity', 'maxpain', 'option']",Tue Jul 10 16:52:08 +0000 2018,optioncharts,TROW,T. Rowe Price Group,-1
1295,"['NiSource', 'NI', 'BidaskScore', 'Lowered', 'Bought']",Tue Jul 10 17:20:16 +0000 2018,BACScoreChanges,NI,NiSource Inc.,-1
1357,"['Judge', 'Experts', 'testify', 'Roundup', 'linked', 'cancer', 'MON', 'MON', 'Health', 'Science', 'Corporatelawsuits']",Tue Jul 10 18:19:20 +0000 2018,RatingsNetwork,MON,Monsanto Company,-1
1358,"['Judge', 'Experts', 'testify', 'Roundup', 'linked', 'cancer', 'MON', 'MON', 'Health', 'Science', 'Corporatelawsuits']",Tue Jul 10 18:19:25 +0000 2018,MarketBeatNews,MON,Monsanto Company,-1
1365,"['What', 'Propelling', 'Platform', 'Specialty', 'Products', 'Corporation', 'PAH', 'After', 'Lower', 'Shorts', 'Reported']",Tue Jul 10 18:24:26 +0000 2018,whatsonthorold2,PAH,Platform Specialty Products Corporation,-1
1369,"['RE', 'Max', 'Pain', 'Maturity', 'maxpain', 'option']",Tue Jul 10 18:25:39 +0000 2018,optioncharts,RE,Everest Re Group,-1
1386,"['Sallie', 'Mae', 'SLM', 'Reaching', 'An', 'Inflection', 'Point', 'Stephens', 'Coverage', 'Initiated', 'Overweight']",Tue Jul 10 18:47:05 +0000 2018,reurope_stock,SLM,SLM Corporation,-1
1389,"['EQT', 'ha', 'bad', 'technical', 'rating', 'doe', 'show', 'decent', 'setup', 'pattern', 'EqtecPlc']",Tue Jul 10 18:50:03 +0000 2018,ChartMill,EQT,EQT Corporation,-1
1390,"['Aon', 'June', 'catastrophe', 'report', 'estimate', 'economic', 'loss', 'approaching', '4B', 'AON']",Tue Jul 10 18:50:59 +0000 2018,MarketCurrents,AON,Aon plc,-1
1395,"['XL', 'Max', 'Pain', 'maturity', 'maxpain', 'option']",Tue Jul 10 18:57:16 +0000 2018,optioncharts,XL,XL Group Ltd,-1
1423,"['US', 'Fed', 'judge', 'allows', 'hundred', 'lawsuit', 'alleging', 'MON', 'weed', 'killer', 'Roundup', 'cause', 'cancer', 'proceed', 'trial', 'sufficient', 'evidence', 'jury']",Tue Jul 10 19:31:26 +0000 2018,Ro_Patel,MON,Monsanto Company,-1
1426,"['LEAD', 'PLAINTIFF', 'DEADLINE', 'security', 'classaction', 'lawsuit', 'Fluor', 'Corporation', 'FLR']",Tue Jul 10 19:34:42 +0000 2018,Shareholdernews,FLR,Fluor Corporation,-1
1440,"['Monsanto', 'Co', 'MON', 'Shareholder', 'Cortland', 'Associates', 'INC', 'Has', 'Cut', 'Position', 'Million', 'Stock', 'Rose']",Tue Jul 10 19:40:32 +0000 2018,The_CasualSmart,MON,Monsanto Company,-1
1443,"['Monsanto', 'Co', 'MON', 'Shareholder', 'Cortland', 'Associates', 'INC', 'Has', 'Cut', 'Position', 'Million']",Tue Jul 10 19:41:20 +0000 2018,bibeypost_stock,MON,Monsanto Company,-1
1449,"['Expeditors', 'Intl', 'Wash', 'INC', 'EXPD', 'Valuation', 'Rose', 'While', 'Cwm', 'LLC', 'Cut', 'Holding', 'Million']",Tue Jul 10 19:46:17 +0000 2018,bibeypost_stock,EXPD,Expeditors International of Washington,-1
